Pitch,Yaw,Roll,label
0.2378593361328883,0.0818972968333555,-0.6606295875450678,23
0.2237496943670749,0.07793480771499,-0.6785363490376394,23
0.2253248427327754,0.0741857643032565,-0.669362308862367,23
0.2109866321397887,0.0726307847917742,-0.6694901879038734,23
0.1986189258784291,0.0758102407942026,-0.6710167279703317,23
0.1924744845940558,0.0758548046835708,-0.6759012144728299,23
0.1921081257889004,0.0803020220893515,-0.6796270176073186,23
0.1944931714809432,0.0854798512576408,-0.6768713382848175,23
0.1961085279448523,0.0835743285425304,-0.6791347510574532,23
0.1918370490532667,0.0775169056320699,-0.6784418581553153,23
0.1871859462362647,0.0782089975889524,-0.6789969733742772,23
0.1880783021926513,0.0807833615391066,-0.677033947703149,23
0.1878598404228069,0.0817343223464729,-0.6776388518292775,23
0.1877057005522025,0.0852524236594076,-0.6751553553753934,23
0.1866424103314635,0.0876606775543505,-0.6738810481770464,23
0.1835525967595756,0.0857404425753856,-0.6742243887856958,23
0.1816688820992585,0.0834752987374149,-0.6756663092306957,23
0.1815204828768617,0.0854561727102941,-0.6764525113052371,23
0.1802992429273408,0.0886778574042314,-0.6777681077122727,23
0.1798435051310562,0.0918675890535186,-0.6774972055860892,23
0.1801425066000441,0.0933708159753732,-0.6769493142212976,23
0.1784662622520279,0.0921626673850186,-0.6771922739091578,23
0.1762368324687993,0.0940183611419216,-0.677758658253509,23
0.1724181265722669,0.0993875210272128,-0.6771517655980807,23
0.1695935768190037,0.0963476769747439,-0.678189363859026,23
0.1698302998486637,0.0940518950638692,-0.6792545014468088,23
0.1700282992369894,0.0948337984370697,-0.6788233547163497,23
0.1685006823068814,0.0961524030972586,-0.6787153733747368,23
0.1661239330289156,0.0982335902623772,-0.6776470695588404,23
0.164123821999901,0.0949791408002572,-0.6781887597638304,23
0.1608248264270859,0.0890603319091778,-0.6795584226353203,23
0.1551681345181189,0.0875245371081311,-0.6800853124159981,23
0.1549917179049275,0.0894621390234131,-0.6793920764770169,23
0.1569759547085601,0.0843193766760934,-0.6798948994726334,23
0.1602412880426243,0.0826571409896224,-0.6789139031386149,23
0.1585081085168764,0.0873620355641409,-0.6776694949545312,23
0.1550639053960917,0.0919662115105046,-0.6772302715380486,23
0.1534929983085943,0.091968517278018,-0.6786729117676666,23
0.1541434859433928,0.0917793963344681,-0.6795733488641803,23
0.156247876399304,0.090413676260544,-0.6805412244443615,23
0.1567380439108458,0.090376174666323,-0.6802251418081731,23
0.1551331473478924,0.0911050898980641,-0.6802325231913857,23
0.1544730203203945,0.092208058988112,-0.6806731483518866,23
0.1562957826802571,0.0918369060861249,-0.6799447157426984,23
0.1576644180627349,0.090058990126166,-0.6816631111047323,23
0.1582841895416422,0.0923258105232754,-0.6813201004413975,23
0.1570169054182919,0.0962175663177852,-0.6813304405966472,23
0.1558058901384611,0.0961109709451416,-0.682200600268608,23
0.1553143551862729,0.0912401011545809,-0.682846364984992,23
0.1543772123266064,0.0874036664436335,-0.6834559759257417,23
0.1501321048210229,0.088664858408815,-0.6836942599066448,23
0.1522931179828059,0.094407043079204,-0.6820387713757078,23
0.1513665279302953,0.0950485408632017,-0.6832271631226049,23
0.1501532953109501,0.0941896243193112,-0.68392784062951,23
0.1476989827163938,0.0923801293312779,-0.6858327793187892,23
0.1452499835424464,0.0908359887902265,-0.6872272136453872,23
0.1467787350478074,0.0903102494163417,-0.6860071023237769,23
0.1463989363338654,0.0900888134115958,-0.6852072909811948,23
0.1449221214329441,0.0913566986030274,-0.685586289601863,23
0.1434247178791666,0.0948736638580893,-0.6852078868654079,23
0.1412873672749517,0.0969407893502564,-0.6857162672101943,23
0.1419708646003862,0.0970487178419224,-0.6861305196276675,23
0.1430813458337593,0.0963228676525766,-0.6858385973592062,23
0.1437793147583635,0.0968751860040876,-0.684559196649868,23
0.1386011112165377,0.1000952834370705,-0.6832584558025127,23
0.1341111083102145,0.0998385771735673,-0.6836705424825356,23
0.1291877045161087,0.0985092087880049,-0.684387418116237,23
0.1280519292865103,0.0951056486729742,-0.6845718644242097,23
0.1274325712227679,0.0873343686671919,-0.6842686167964398,23
0.1284521161594683,0.0768461356677082,-0.6879452921844044,23
0.131896838376823,0.0657546118681699,-0.6939332865609854,23
0.1345641896273941,0.0534108314297231,-0.6982389268784227,23
0.136644026944215,0.0449469280706528,-0.7023049453001542,23
0.1363972778822491,0.0394563395808139,-0.7021011688918207,23
0.1363418678277087,0.0314889686737929,-0.7032244897301113,23
0.1363554767942355,0.0287418918746985,-0.7024739627310068,23
0.1362235939063878,0.0337729751969537,-0.7006985618808564,23
0.1366385347845167,0.0404797815735945,-0.6983691707154315,23
0.1357025382334523,0.0450281721549329,-0.696717145727915,23
0.1306061060285661,0.0392469603117839,-0.6975217745954373,23
0.1251103643186956,0.0327719103094042,-0.6981861844407212,23
0.1210700908015096,0.0389701618313658,-0.6964250055928476,23
0.1193718488050519,0.0389579883828717,-0.6968063832561723,23
0.119663387270863,0.0439967949057173,-0.6970339958638572,23
0.1211920418416742,0.0455634232723533,-0.6957265945953665,23
0.1178312992769804,0.0458427123982757,-0.6951349252717899,23
0.1185979536101177,0.0518924658378592,-0.6932584342880839,23
0.1188876342988139,0.0538292334129987,-0.6917996259088467,23
0.1205560731998159,0.0540923856505819,-0.6905035786331878,23
0.1183317835512574,0.057817299527549,-0.689552780391049,23
0.117393126315662,0.060589113910875,-0.6894319816610893,23
0.1167691818871559,0.0565983354317694,-0.6907754262740672,23
0.115093717489828,0.0517436817714596,-0.6924343017623756,23
